"","subject_name","risk_diff_unadjusted","odd_ratio_log","odd_ratio_lcb","odd_ratio_ucb","cor_ms_fd","glm_converge","fixed_ratio","list_of_files"
"1","Chart",-4.00761201721523e-17,NA,NA,NA,NA,FALSE,0.1,"Chart-11f.csv"
"2","Chart",0.000176924753724907,1.00071292247016,0.999765937381295,1.00166080454974,0.0147622218566421,TRUE,0.1,"Chart-12f.csv"
"3","Chart",0.00106202591207004,1.01438422956458,1.01300745081443,1.01576287949516,0.212379387760148,TRUE,0.1,"Chart-13f.csv"
"4","Chart",7.98642380298019e-17,NA,NA,NA,NA,FALSE,0.1,"Chart-17f.csv"
"5","Chart",-6.31411763321073e-17,NA,NA,NA,NA,FALSE,0.1,"Chart-18f.csv"
"6","Chart",0.00140312679547981,1.00929873237099,1.00667805256992,1.01192623457432,0.0699611874881953,TRUE,0.1,"Chart-1f.csv"
"7","Chart",0.00137649642068678,1.01580118908709,0.961973700959965,1.07264060828383,0.00564305830680206,TRUE,0.1,"Chart-20f.csv"
"8","Chart",0.00191927650157364,1.00855375317295,1.00626845064849,1.01084424577131,0.0745191226967759,TRUE,0.1,"Chart-21f.csv"
"9","Chart",2.07637512133233e-16,NA,NA,NA,NA,FALSE,0.1,"Chart-22f.csv"
"10","Chart",0.0382818033262407,1.26099409546144,1.24689193850801,1.27525574565129,0.46764807316598,TRUE,0.1,"Chart-23f.csv"
"11","Chart",-1.648896770146e-15,NA,NA,NA,NA,FALSE,0.1,"Chart-24f.csv"
"12","Chart",0.0361605286405573,1.22788073633502,1.21657654363778,1.23928996539285,0.526841188303029,TRUE,0.1,"Chart-25f.csv"
"13","Chart",7.88743599950957e-05,1.00097865590375,0.99993332779226,1.00202507679896,0.0183532532082685,TRUE,0.1,"Chart-26f.csv"
"14","Chart",0.000190974931036709,1.00219330529656,0.999972483480572,1.0044190592978,0.0193596870858513,TRUE,0.1,"Chart-3f.csv"
"15","Chart",1.65979975752338e-16,NA,NA,NA,NA,FALSE,0.1,"Chart-5f.csv"
"16","Chart",0.0190073141636507,1.25278751613052,1.21319608675329,1.29367097183164,0.219921548270456,TRUE,0.1,"Chart-6f.csv"
"17","Chart",9.70722356172598e-05,1.00113659601993,0.993106241517589,1.00923188475664,0.00276455278733923,TRUE,0.1,"Chart-7f.csv"
"18","Chart",-1.13717416491524e-05,0.998708979718634,0.989282278189311,1.0082255066736,-0.00266968650141368,TRUE,0.1,"Chart-8f.csv"
"19","Chart",0.000171995061941427,1.00197372607834,0.999208626807958,1.00474647717816,0.013986043523416,TRUE,0.1,"Chart-9f.csv"
"20","Closure",0.00350505736121778,1.03385437453758,1.03150715651793,1.03620693370528,0.323773635436586,TRUE,0.1,"Closure-100f.csv"
"21","Closure",0.012426362216193,1.31477428520447,1.2924502905844,1.33748387356028,0.382336950242419,TRUE,0.1,"Closure-101f.csv"
"22","Closure",0.00185719463042594,1.02258462102039,1.01918002657603,1.02600058859121,0.132547636500428,TRUE,0.1,"Closure-102f.csv"
"23","Closure",0.00207631980177677,1.01074817818409,1.00251820738511,1.01904571126657,0.025642929612316,TRUE,0.1,"Closure-104f.csv"
"24","Closure",0.000303402954951553,1.00351888339762,1.0030661113792,1.0039718597919,0.154822994352978,TRUE,0.1,"Closure-105f.csv"
"25","Closure",0.00115789950898368,1.00608849562019,1.00476531492831,1.00741341881565,0.0907007097982615,TRUE,0.1,"Closure-108f.csv"
"26","Closure",0.000111998116439382,1.00072154622426,0.999512904395057,1.00193164958044,0.0116987380324185,TRUE,0.1,"Closure-109f.csv"
"27","Closure",0.00591451018989076,1.02416688029586,1.01608532326276,1.03231271496647,0.0592188315375068,TRUE,0.1,"Closure-111f.csv"
"28","Closure",3.69852473187741e-05,1.00014851084404,0.998806793917693,1.00149203012527,0.00216813763342577,TRUE,0.1,"Closure-112f.csv"
"29","Closure",0.000478986226924879,1.00198512788824,1.00106109158826,1.00291001712625,0.0421656589071396,TRUE,0.1,"Closure-113f.csv"
"30","Closure",0.000120338262766767,1.00049958831576,0.999836737441321,1.00116287863322,0.0147719998232551,TRUE,0.1,"Closure-114f.csv"
"31","Closure",0.000777134323956424,1.00363572970035,1.00252083472289,1.00475186454313,0.0641264800626067,TRUE,0.1,"Closure-115f.csv"
"32","Closure",0.000769410567867798,1.00382896999953,1.00263729566753,1.0050220606839,0.0631903470638534,TRUE,0.1,"Closure-116f.csv"
"33","Closure",0.000174247546623018,1.00070014051306,0.998998579402153,1.0024045998365,0.00806086918620971,TRUE,0.1,"Closure-117f.csv"
"34","Closure",0.000236611529155621,1.00095455412311,0.999732636425025,1.00217796530337,0.0153150541028708,TRUE,0.1,"Closure-118f.csv"
"35","Closure",-0.000480302132368337,0.998011380394797,0.996000999370197,1.00002581927864,-0.0193529125866491,TRUE,0.1,"Closure-119f.csv"
"36","Closure",5.67978156843393e-06,1.00003791385096,0.998634254564169,1.00144354609169,0.000529038883305888,TRUE,0.1,"Closure-11f.csv"
"37","Closure",0.000407622735963273,1.00164005754106,0.999872990551363,1.00341024745315,0.0181928853916388,TRUE,0.1,"Closure-120f.csv"
"38","Closure",0.000266178563955664,1.00106945115897,0.999866731812259,1.00227361723232,0.017429486112524,TRUE,0.1,"Closure-121f.csv"
"39","Closure",0.000987121877750307,1.00503317398262,1.00273745352832,1.00733415038142,0.0430697011095721,TRUE,0.1,"Closure-122f.csv"
"40","Closure",0.000147638564951847,1.00059197478454,1.00009472795734,1.00108946884274,0.0233409606095018,TRUE,0.1,"Closure-123f.csv"
"41","Closure",0.000782898015322689,1.00314866367498,1.00182236117029,1.00447672205815,0.0466046203730734,TRUE,0.1,"Closure-124f.csv"
"42","Closure",0.000334658500053358,1.00139017813867,1.00012294992714,1.00265901202013,0.0215078168220956,TRUE,0.1,"Closure-125f.csv"
"43","Closure",0.00587033770256339,1.04643721429626,1.04294882144256,1.04993727491778,0.285260199495462,TRUE,0.1,"Closure-126f.csv"
"44","Closure",0.00414968644705108,1.0178217146019,1.01630069829122,1.01934500729656,0.237340749688879,TRUE,0.1,"Closure-127f.csv"
